,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
1,2016-01-15T00:00:00,2,0021500594,1610612750,MIN,Minnesota,Timberwolves,12-29,17,26,22,28,0,0,0,0,0,0,0,0,0,0,93
0,2016-01-15T00:00:00,3,0021500595,1610612738,BOS,Boston,Celtics,21-19,36,32,28,21,0,0,0,0,0,0,0,0,0,0,117
1,2016-01-15T00:00:00,3,0021500595,1610612756,PHX,Phoenix,Suns,13-28,29,18,31,25,0,0,0,0,0,0,0,0,0,0,103
0,2016-01-15T00:00:00,4,0021500596,1610612751,BKN,Brooklyn,Nets,11-29,23,26,30,25,0,0,0,0,0,0,0,0,0,0,104
1,2016-01-15T00:00:00,4,0021500596,1610612757,POR,Portland,Trail Blazers,18-24,22,34,27,33,0,0,0,0,0,0,0,0,0,0,116
0,2016-01-15T00:00:00,5,0021500597,1610612741,CHI,Chicago,Bulls,23-16,22,24,15,16,0,0,0,0,0,0,0,0,0,0,77
1,2016-01-15T00:00:00,5,0021500597,1610612742,DAL,Dallas,Mavericks,23-18,18,18,23,24,0,0,0,0,0,0,0,0,0,0,83
0,2016-01-15T00:00:00,6,0021500598,1610612740,NOP,New Orleans,Pelicans,13-26,32,25,27,25,0,0,0,0,0,0,0,0,0,0,109
1,2016-01-15T00:00:00,6,0021500598,1610612766,CHA,Charlotte,Hornets,18-21,34,15,32,26,0,0,0,0,0,0,0,0,0,0,107
0,2016-01-15T00:00:00,7,0021500599,1610612749,MIL,Milwaukee,Bucks,17-25,22,24,27,22,13,0,0,0,0,0,0,0,0,0,108
1,2016-01-15T00:00:00,7,0021500599,1610612737,ATL,Atlanta,Hawks,23-17,28,23,25,19,6,0,0,0,0,0,0,0,0,0,101
0,2016-01-15T00:00:00,8,0021500600,1610612743,DEN,Denver,Nuggets,15-25,31,31,16,17,0,0,0,0,0,0,0,0,0,0,95
1,2016-01-15T00:00:00,8,0021500600,1610612748,MIA,Miami,Heat,23-17,20,26,30,22,0,0,0,0,0,0,0,0,0,0,98
0,2016-01-15T00:00:00,9,0021500601,1610612745,HOU,Houston,Rockets,21-20,21,14,16,26,0,0,0,0,0,0,0,0,0,0,77
1,2016-01-15T00:00:00,9,0021500601,1610612739,CLE,Cleveland,Cavaliers,28-10,23,23,22,23,0,0,0,0,0,0,0,0,0,0,91
0,2016-01-16T00:00:00,2,0021500602,1610612737,ATL,Atlanta,Hawks,24-17,27,28,29,30,0,0,0,0,0,0,0,0,0,0,114
1,2016-01-16T00:00:00,2,0021500602,1610612751,BKN,Brooklyn,Nets,11-30,23,25,20,18,0,0,0,0,0,0,0,0,0,0,86
0,2016-01-16T00:00:00,1,0021500603,1610612766,CHA,Charlotte,Hornets,18-22,29,19,23,21,0,0,0,0,0,0,0,0,0,0,92
1,2016-01-16T00:00:00,1,0021500603,1610612749,MIL,Milwaukee,Bucks,18-25,19,33,32,21,0,0,0,0,0,0,0,0,0,0,105
0,2016-01-16T00:00:00,3,0021500604,1610612764,WAS,Washington,Wizards,19-20,31,30,25,31,0,0,0,0,0,0,0,0,0,0,117
1,2016-01-16T00:00:00,3,0021500604,1610612738,BOS,Boston,Celtics,22-19,24,30,29,36,0,0,0,0,0,0,0,0,0,0,119
0,2016-01-16T00:00:00,4,0021500605,1610612765,DET,Detroit,Pistons,22-18,27,38,20,28,0,0,0,0,0,0,0,0,0,0,113
1,2016-01-16T00:00:00,4,0021500605,1610612744,GSW,Golden State,Warriors,37-4,30,19,25,21,0,0,0,0,0,0,0,0,0,0,95
0,2016-01-16T00:00:00,5,0021500606,1610612755,PHI,Philadelphia,76ers,5-37,29,39,22,24,0,0,0,0,0,0,0,0,0,0,114
1,2016-01-16T00:00:00,5,0021500606,1610612757,POR,Portland,Trail Blazers,18-25,17,26,19,27,0,0,0,0,0,0,0,0,0,0,89
0,2016-01-16T00:00:00,6,0021500607,1610612763,MEM,Memphis,Grizzlies,23-19,28,24,21,30,0,0,0,0,0,0,0,0,0,0,103
1,2016-01-16T00:00:00,6,0021500607,1610612752,NYK,New York,Knicks,20-22,31,23,19,22,0,0,0,0,0,0,0,0,0,0,95
0,2016-01-16T00:00:00,7,0021500608,1610612762,UTA,Utah,Jazz,18-22,32,28,29,20,0,0,0,0,0,0,0,0,0,0,109
1,2016-01-16T00:00:00,7,0021500608,1610612747,LAL,Los Angeles,Lakers,9-33,18,18,23,23,0,0,0,0,0,0,0,0,0,0,82
0,2016-01-16T00:00:00,8,0021500609,1610612746,LAC,LA,Clippers,26-14,30,30,19,24,0,0,0,0,0,0,0,0,0,0,103
1,2016-01-16T00:00:00,8,0021500609,1610612758,SAC,Sacramento,Kings,17-23,30,34,18,28,0,0,0,0,0,0,0,0,0,0,110
0,2016-01-17T00:00:00,1,0021500610,1610612750,MIN,Minnesota,Timberwolves,13-29,24,34,25,34,0,0,0,0,0,0,0,0,0,0,117
1,2016-01-17T00:00:00,1,0021500610,1610612756,PHX,Phoenix,Suns,13-29,23,25,21,18,0,0,0,0,0,0,0,0,0,0,87
0,2016-01-17T00:00:00,2,0021500611,1610612760,OKC,Oklahoma City,Thunder,30-12,24,20,31,24,0,0,0,0,0,0,0,0,0,0,99
1,2016-01-17T00:00:00,2,0021500611,1610612748,MIA,Miami,Heat,23-18,18,24,16,16,0,0,0,0,0,0,0,0,0,0,74
0,2016-01-17T00:00:00,3,0021500612,1610612759,SAS,San Antonio,Spurs,36-6,14,32,32,34,0,0,0,0,0,0,0,0,0,0,112
1,2016-01-17T00:00:00,3,0021500612,1610612742,DAL,Dallas,Mavericks,23-19,16,20,20,27,0,0,0,0,0,0,0,0,0,0,83
0,2016-01-17T00:00:00,4,0021500613,1610612743,DEN,Denver,Nuggets,16-25,30,24,30,45,0,0,0,0,0,0,0,0,0,0,129
1,2016-01-17T00:00:00,4,0021500613,1610612754,IND,Indiana,Pacers,22-19,30,36,25,35,0,0,0,0,0,0,0,0,0,0,126
0,2016-01-17T00:00:00,5,0021500614,1610612747,LAL,Los Angeles,Lakers,9-34,36,21,18,20,0,0,0,0,0,0,0,0,0,0,95
1,2016-01-17T00:00:00,5,0021500614,1610612745,HOU,Houston,Rockets,22-20,32,28,34,18,0,0,0,0,0,0,0,0,0,0,112
0,2016-01-18T00:00:00,1,0021500615,1610612752,NYK,New York,Knicks,21-22,29,23,24,20,11,12,0,0,0,0,0,0,0,0,119
1,2016-01-18T00:00:00,1,0021500615,1610612755,PHI,Philadelphia,76ers,5-38,29,18,16,33,11,6,0,0,0,0,0,0,0,0,113
0,2016-01-18T00:00:00,2,0021500616,1610612766,CHA,Charlotte,Hornets,19-22,29,23,21,22,13,16,0,0,0,0,0,0,0,0,124
1,2016-01-18T00:00:00,2,0021500616,1610612762,UTA,Utah,Jazz,18-23,28,15,21,31,13,11,0,0,0,0,0,0,0,0,119
0,2016-01-18T00:00:00,3,0021500617,1610612764,WAS,Washington,Wizards,19-21,17,40,19,22,0,0,0,0,0,0,0,0,0,0,98
1,2016-01-18T00:00:00,3,0021500617,1610612757,POR,Portland,Trail Blazers,19-25,32,27,35,14,0,0,0,0,0,0,0,0,0,0,108
0,2016-01-18T00:00:00,4,0021500618,1610612763,MEM,Memphis,Grizzlies,24-19,24,25,23,29,0,0,0,0,0,0,0,0,0,0,101
1,2016-01-18T00:00:00,4,0021500618,1610612740,NOP,New Orleans,Pelicans,13-27,26,25,25,23,0,0,0,0,0,0,0,0,0,0,99
0,2016-01-18T00:00:00,5,0021500619,1610612765,DET,Detroit,Pistons,22-19,32,21,26,22,0,0,0,0,0,0,0,0,0,0,101
1,2016-01-18T00:00:00,5,0021500619,1610612741,CHI,Chicago,Bulls,24-16,26,30,27,28,0,0,0,0,0,0,0,0,0,0,111
0,2016-01-18T00:00:00,6,0021500620,1610612737,ATL,Atlanta,Hawks,25-17,24,27,21,26,0,0,0,0,0,0,0,0,0,0,98
1,2016-01-18T00:00:00,6,0021500620,1610612753,ORL,Orlando,Magic,20-20,17,21,21,22,0,0,0,0,0,0,0,0,0,0,81
0,2016-01-18T00:00:00,7,0021500621,1610612761,TOR,Toronto,Raptors,26-15,19,33,29,31,0,0,0,0,0,0,0,0,0,0,112
1,2016-01-18T00:00:00,7,0021500621,1610612751,BKN,Brooklyn,Nets,11-31,29,20,35,16,0,0,0,0,0,0,0,0,0,0,100
0,2016-01-18T00:00:00,8,0021500622,1610612739,CLE,Cleveland,Cavaliers,28-11,21,23,23,31,0,0,0,0,0,0,0,0,0,0,98
1,2016-01-18T00:00:00,8,0021500622,1610612744,GSW,Golden State,Warriors,38-4,34,36,34,28,0,0,0,0,0,0,0,0,0,0,132
0,2016-01-18T00:00:00,9,0021500623,1610612742,DAL,Dallas,Mavericks,24-19,29,23,18,28,20,0,0,0,0,0,0,0,0,0,118
1,2016-01-18T00:00:00,9,0021500623,1610612738,BOS,Boston,Celtics,22-20,16,23,33,26,15,0,0,0,0,0,0,0,0,0,113
0,2016-01-18T00:00:00,10,0021500624,1610612746,LAC,LA,Clippers,27-14,33,26,35,28,18,0,0,0,0,0,0,0,0,0,140
1,2016-01-18T00:00:00,10,0021500624,1610612745,HOU,Houston,Rockets,22-21,21,31,28,42,10,0,0,0,0,0,0,0,0,0,132
0,2016-01-19T00:00:00,1,0021500625,1610612748,MIA,Miami,Heat,23-19,18,21,18,22,0,0,0,0,0,0,0,0,0,0,79
1,2016-01-19T00:00:00,1,0021500625,1610612749,MIL,Milwaukee,Bucks,19-25,19,30,26,16,0,0,0,0,0,0,0,0,0,0,91
0,2016-01-19T00:00:00,2,0021500626,1610612740,NOP,New Orleans,Pelicans,14-27,25,26,31,32,0,0,0,0,0,0,0,0,0,0,114
1,2016-01-19T00:00:00,2,0021500626,1610612750,MIN,Minnesota,Timberwolves,13-30,38,22,15,24,0,0,0,0,0,0,0,0,0,0,99
0,2016-01-19T00:00:00,3,0021500627,1610612743,DEN,Denver,Nuggets,16-26,31,22,26,25,0,0,0,0,0,0,0,0,0,0,104
1,2016-01-19T00:00:00,3,0021500627,1610612760,OKC,Oklahoma City,Thunder,31-12,25,32,27,26,0,0,0,0,0,0,0,0,0,0,110
0,2016-01-19T00:00:00,4,0021500628,1610612756,PHX,Phoenix,Suns,13-30,17,18,26,33,0,0,0,0,0,0,0,0,0,0,94
1,2016-01-19T00:00:00,4,0021500628,1610612754,IND,Indiana,Pacers,23-19,25,19,27,26,0,0,0,0,0,0,0,0,0,0,97
0,2016-01-20T00:00:00,1,0021500629,1610612753,ORL,Orlando,Magic,20-21,21,25,25,16,0,0,0,0,0,0,0,0,0,0,87
1,2016-01-20T00:00:00,1,0021500629,1610612755,PHI,Philadelphia,76ers,6-38,23,24,34,15,0,0,0,0,0,0,0,0,0,0,96
0,2016-01-20T00:00:00,2,0021500630,1610612764,WAS,Washington,Wizards,20-21,26,25,30,25,0,0,0,0,0,0,0,0,0,0,106
1,2016-01-20T00:00:00,2,0021500630,1610612748,MIA,Miami,Heat,23-20,22,15,27,23,0,0,0,0,0,0,0,0,0,0,87
0,2016-01-20T00:00:00,3,0021500631,1610612751,BKN,Brooklyn,Nets,11-32,17,21,17,23,0,0,0,0,0,0,0,0,0,0,78
1,2016-01-20T00:00:00,3,0021500631,1610612739,CLE,Cleveland,Cavaliers,29-11,23,28,22,18,0,0,0,0,0,0,0,0,0,0,91
0,2016-01-20T00:00:00,4,0021500632,1610612752,NYK,New York,Knicks,22-22,17,20,31,31,19,0,0,0,0,0,0,0,0,0,118
1,2016-01-20T00:00:00,4,0021500632,1610612762,UTA,Utah,Jazz,18-24,22,26,28,23,12,0,0,0,0,0,0,0,0,0,111
0,2016-01-20T00:00:00,5,0021500633,1610612761,TOR,Toronto,Raptors,27-15,35,21,40,19,0,0,0,0,0,0,0,0,0,0,115
1,2016-01-20T00:00:00,5,0021500633,1610612738,BOS,Boston,Celtics,22-21,27,35,28,19,0,0,0,0,0,0,0,0,0,0,109
0,2016-01-20T00:00:00,6,0021500634,1610612741,CHI,Chicago,Bulls,24-17,18,26,19,31,0,0,0,0,0,0,0,0,0,0,94
1,2016-01-20T00:00:00,6,0021500634,1610612744,GSW,Golden State,Warriors,39-4,34,29,24,38,0,0,0,0,0,0,0,0,0,0,125
0,2016-01-20T00:00:00,7,0021500635,1610612745,HOU,Houston,Rockets,22-22,23,24,32,35,0,0,0,0,0,0,0,0,0,0,114
1,2016-01-20T00:00:00,7,0021500635,1610612765,DET,Detroit,Pistons,23-19,33,23,29,38,0,0,0,0,0,0,0,0,0,0,123
0,2016-01-20T00:00:00,8,0021500636,1610612760,OKC,Oklahoma City,Thunder,32-12,30,22,36,21,0,0,0,0,0,0,0,0,0,0,109
1,2016-01-20T00:00:00,8,0021500636,1610612766,CHA,Charlotte,Hornets,19-23,22,23,25,25,0,0,0,0,0,0,0,0,0,0,95
0,2016-01-20T00:00:00,9,0021500637,1610612742,DAL,Dallas,Mavericks,25-19,23,26,15,25,17,0,0,0,0,0,0,0,0,0,106
1,2016-01-20T00:00:00,9,0021500637,1610612750,MIN,Minnesota,Timberwolves,13-31,33,16,18,22,5,0,0,0,0,0,0,0,0,0,94
0,2016-01-20T00:00:00,10,0021500638,1610612747,LAL,Los Angeles,Lakers,9-35,18,34,25,16,0,0,0,0,0,0,0,0,0,0,93
1,2016-01-20T00:00:00,10,0021500638,1610612758,SAC,Sacramento,Kings,18-23,28,29,29,26,0,0,0,0,0,0,0,0,0,0,112
0,2016-01-20T00:00:00,11,0021500639,1610612757,POR,Portland,Trail Blazers,19-26,18,25,29,26,0,0,0,0,0,0,0,0,0,0,98
1,2016-01-20T00:00:00,11,0021500639,1610612737,ATL,Atlanta,Hawks,26-17,29,19,26,30,0,0,0,0,0,0,0,0,0,0,104
0,2016-01-21T00:00:00,1,0021500640,1610612739,CLE,Cleveland,Cavaliers,30-11,28,31,29,27,0,0,0,0,0,0,0,0,0,0,115
1,2016-01-21T00:00:00,1,0021500640,1610612746,LAC,LA,Clippers,27-15,31,19,22,30,0,0,0,0,0,0,0,0,0,0,102
0,2016-01-21T00:00:00,2,0021500641,1610612740,NOP,New Orleans,Pelicans,15-27,35,37,18,25,0,0,0,0,0,0,0,0,0,0,115
1,2016-01-21T00:00:00,2,0021500641,1610612765,DET,Detroit,Pistons,23-20,27,26,24,22,0,0,0,0,0,0,0,0,0,0,99
0,2016-01-21T00:00:00,3,0021500642,1610612743,DEN,Denver,Nuggets,16-27,23,25,29,24,0,0,0,0,0,0,0,0,0,0,101
1,2016-01-21T00:00:00,3,0021500642,1610612763,MEM,Memphis,Grizzlies,25-19,37,18,24,23,0,0,0,0,0,0,0,0,0,0,102
0,2016-01-21T00:00:00,4,0021500643,1610612758,SAC,Sacramento,Kings,19-23,27,20,25,19,0,0,0,0,0,0,0,0,0,0,91
1,2016-01-21T00:00:00,4,0021500643,1610612737,ATL,Atlanta,Hawks,26-18,20,24,19,25,0,0,0,0,0,0,0,0,0,0,88
0,2016-01-21T00:00:00,5,0021500644,1610612756,PHX,Phoenix,Suns,13-31,18,21,30,20,0,0,0,0,0,0,0,0,0,0,89
1,2016-01-21T00:00:00,5,0021500644,1610612759,SAS,San Antonio,Spurs,37-6,25,26,28,38,0,0,0,0,0,0,0,0,0,0,117
0,2016-01-22T00:00:00,1,0021500645,1610612753,ORL,Orlando,Magic,20-22,35,26,33,15,7,0,0,0,0,0,0,0,0,0,116
1,2016-01-22T00:00:00,1,0021500645,1610612766,CHA,Charlotte,Hornets,20-23,30,25,24,30,11,0,0,0,0,0,0,0,0,0,120
0,2016-01-22T00:00:00,2,0021500646,1610612738,BOS,Boston,Celtics,23-21,34,30,26,20,0,0,0,0,0,0,0,0,0,0,110
1,2016-01-22T00:00:00,2,0021500646,1610612741,CHI,Chicago,Bulls,24-18,23,26,33,19,0,0,0,0,0,0,0,0,0,0,101
0,2016-01-22T00:00:00,3,0021500647,1610612751,BKN,Brooklyn,Nets,11-33,23,17,17,29,0,0,0,0,0,0,0,0,0,0,86
1,2016-01-22T00:00:00,3,0021500647,1610612762,UTA,Utah,Jazz,19-24,22,26,37,23,0,0,0,0,0,0,0,0,0,0,108
0,2016-01-22T00:00:00,4,0021500648,1610612752,NYK,New York,Knicks,22-23,24,21,19,24,0,0,0,0,0,0,0,0,0,0,88
1,2016-01-22T00:00:00,4,0021500648,1610612746,LAC,LA,Clippers,28-15,31,24,31,30,0,0,0,0,0,0,0,0,0,0,116
0,2016-01-22T00:00:00,5,0021500649,1610612761,TOR,Toronto,Raptors,28-15,31,29,20,21,0,0,0,0,0,0,0,0,0,0,101
1,2016-01-22T00:00:00,5,0021500649,1610612748,MIA,Miami,Heat,23-21,20,24,23,14,0,0,0,0,0,0,0,0,0,0,81
0,2016-01-22T00:00:00,6,0021500650,1610612745,HOU,Houston,Rockets,23-22,31,26,22,23,0,0,0,0,0,0,0,0,0,0,102
1,2016-01-22T00:00:00,6,0021500650,1610612749,MIL,Milwaukee,Bucks,19-26,28,17,21,32,0,0,0,0,0,0,0,0,0,0,98
0,2016-01-22T00:00:00,7,0021500651,1610612742,DAL,Dallas,Mavericks,25-20,25,31,18,32,0,0,0,0,0,0,0,0,0,0,106
1,2016-01-22T00:00:00,7,0021500651,1610612760,OKC,Oklahoma City,Thunder,33-12,27,21,37,24,0,0,0,0,0,0,0,0,0,0,109
0,2016-01-22T00:00:00,8,0021500652,1610612744,GSW,Golden State,Warriors,40-4,32,32,24,34,0,0,0,0,0,0,0,0,0,0,122
1,2016-01-22T00:00:00,8,0021500652,1610612754,IND,Indiana,Pacers,23-20,18,33,24,35,0,0,0,0,0,0,0,0,0,0,110
0,2016-01-22T00:00:00,9,0021500653,1610612747,LAL,Los Angeles,Lakers,9-36,22,21,28,24,0,0,0,0,0,0,0,0,0,0,95
1,2016-01-22T00:00:00,9,0021500653,1610612759,SAS,San Antonio,Spurs,38-6,31,25,31,21,0,0,0,0,0,0,0,0,0,0,108
0,2016-02-18T00:00:00,1,0021500654,1610612764,WAS,Washington,Wizards,24-28,28,21,27,27,0,0,0,0,0,0,0,0,0,0,103
1,2016-02-18T00:00:00,1,0021500654,1610612762,UTA,Utah,Jazz,26-27,23,19,26,21,0,0,0,0,0,0,0,0,0,0,89
0,2016-01-23T00:00:00,2,0021500655,1610612766,CHA,Charlotte,Hornets,21-23,20,25,32,20,0,0,0,0,0,0,0,0,0,0,97
1,2016-01-23T00:00:00,2,0021500655,1610612752,NYK,New York,Knicks,22-24,22,21,13,28,0,0,0,0,0,0,0,0,0,0,84
0,2016-01-24T00:00:00,3,0021500656,1610612755,PHI,Philadelphia,76ers,6-39,25,18,26,23,0,0,0,0,0,0,0,0,0,0,92
1,2016-01-24T00:00:00,3,0021500656,1610612738,BOS,Boston,Celtics,24-21,30,28,36,18,0,0,0,0,0,0,0,0,0,0,112
0,2016-01-23T00:00:00,3,0021500657,1610612740,NOP,New Orleans,Pelicans,16-27,22,30,32,32,0,0,0,0,0,0,0,0,0,0,116
1,2016-01-23T00:00:00,3,0021500657,1610612749,MIL,Milwaukee,Bucks,19-27,23,28,23,25,0,0,0,0,0,0,0,0,0,0,99
0,2016-01-23T00:00:00,4,0021500658,1610612750,MIN,Minnesota,Timberwolves,14-31,20,37,27,22,0,0,0,0,0,0,0,0,0,0,106
1,2016-01-23T00:00:00,4,0021500658,1610612763,MEM,Memphis,Grizzlies,25-20,25,21,28,27,0,0,0,0,0,0,0,0,0,0,101
0,2016-01-23T00:00:00,5,0021500659,1610612739,CLE,Cleveland,Cavaliers,30-12,14,25,19,25,0,0,0,0,0,0,0,0,0,0,83
1,2016-01-23T00:00:00,5,0021500659,1610612741,CHI,Chicago,Bulls,25-18,21,23,28,24,0,0,0,0,0,0,0,0,0,0,96
0,2016-01-23T00:00:00,6,0021500660,1610612756,PHX,Phoenix,Suns,14-31,29,19,26,24,0,0,0,0,0,0,0,0,0,0,98
1,2016-01-23T00:00:00,6,0021500660,1610612737,ATL,Atlanta,Hawks,26-19,23,16,25,31,0,0,0,0,0,0,0,0,0,0,95
0,2016-01-23T00:00:00,7,0021500661,1610612743,DEN,Denver,Nuggets,17-27,26,19,39,20,0,0,0,0,0,0,0,0,0,0,104
1,2016-01-23T00:00:00,7,0021500661,1610612765,DET,Detroit,Pistons,23-21,32,22,20,27,0,0,0,0,0,0,0,0,0,0,101
0,2016-01-23T00:00:00,8,0021500662,1610612757,POR,Portland,Trail Blazers,20-26,37,25,39,20,0,0,0,0,0,0,0,0,0,0,121
1,2016-01-23T00:00:00,8,0021500662,1610612747,LAL,Los Angeles,Lakers,9-37,22,30,24,27,0,0,0,0,0,0,0,0,0,0,103
0,2016-01-23T00:00:00,9,0021500663,1610612758,SAC,Sacramento,Kings,20-23,31,19,31,27,0,0,0,0,0,0,0,0,0,0,108
1,2016-01-23T00:00:00,9,0021500663,1610612754,IND,Indiana,Pacers,23-21,25,20,25,27,0,0,0,0,0,0,0,0,0,0,97
0,2016-01-24T00:00:00,4,0021500664,1610612751,BKN,Brooklyn,Nets,12-33,30,30,25,31,0,0,0,0,0,0,0,0,0,0,116
1,2016-01-24T00:00:00,4,0021500664,1610612760,OKC,Oklahoma City,Thunder,33-13,28,24,25,29,0,0,0,0,0,0,0,0,0,0,106
0,2016-01-24T00:00:00,1,0021500665,1610612745,HOU,Houston,Rockets,24-22,36,14,34,31,0,0,0,0,0,0,0,0,0,0,115
1,2016-01-24T00:00:00,1,0021500665,1610612742,DAL,Dallas,Mavericks,25-21,29,29,27,19,0,0,0,0,0,0,0,0,0,0,104
0,2016-01-24T00:00:00,2,0021500666,1610612761,TOR,Toronto,Raptors,29-15,27,35,21,29,0,0,0,0,0,0,0,0,0,0,112
1,2016-01-24T00:00:00,2,0021500666,1610612746,LAC,LA,Clippers,28-16,34,15,22,23,0,0,0,0,0,0,0,0,0,0,94
0,2016-01-25T00:00:00,1,0021500667,1610612739,CLE,Cleveland,Cavaliers,31-12,32,27,24,31,0,0,0,0,0,0,0,0,0,0,114
1,2016-01-25T00:00:00,1,0021500667,1610612750,MIN,Minnesota,Timberwolves,14-32,29,26,18,34,0,0,0,0,0,0,0,0,0,0,107
0,2016-01-25T00:00:00,2,0021500668,1610612764,WAS,Washington,Wizards,20-22,20,29,21,21,0,0,0,0,0,0,0,0,0,0,91
1,2016-01-25T00:00:00,2,0021500668,1610612738,BOS,Boston,Celtics,25-21,22,31,31,32,0,0,0,0,0,0,0,0,0,0,116
0,2016-01-25T00:00:00,3,0021500669,1610612741,CHI,Chicago,Bulls,25-19,23,24,21,16,0,0,0,0,0,0,0,0,0,0,84
1,2016-01-25T00:00:00,3,0021500669,1610612748,MIA,Miami,Heat,24-21,18,31,12,28,0,0,0,0,0,0,0,0,0,0,89
0,2016-01-25T00:00:00,4,0021500670,1610612763,MEM,Memphis,Grizzlies,26-20,31,33,16,20,8,0,0,0,0,0,0,0,0,0,108
1,2016-01-25T00:00:00,4,0021500670,1610612753,ORL,Orlando,Magic,20-23,33,32,16,19,2,0,0,0,0,0,0,0,0,0,102
0,2016-01-25T00:00:00,5,0021500671,1610612740,NOP,New Orleans,Pelicans,16-28,29,31,32,19,0,0,0,0,0,0,0,0,0,0,111
1,2016-01-25T00:00:00,5,0021500671,1610612745,HOU,Houston,Rockets,25-22,32,26,35,19,0,0,0,0,0,0,0,0,0,0,112
0,2016-01-25T00:00:00,6,0021500672,1610612743,DEN,Denver,Nuggets,17-28,30,20,26,29,0,0,0,0,0,0,0,0,0,0,105
1,2016-01-25T00:00:00,6,0021500672,1610612737,ATL,Atlanta,Hawks,27-19,31,35,24,29,0,0,0,0,0,0,0,0,0,0,119
0,2016-01-25T00:00:00,7,0021500673,1610612762,UTA,Utah,Jazz,19-25,13,23,23,33,0,0,0,0,0,0,0,0,0,0,92
1,2016-01-25T00:00:00,7,0021500673,1610612765,DET,Detroit,Pistons,24-21,22,26,21,26,0,0,0,0,0,0,0,0,0,0,95
0,2016-01-25T00:00:00,8,0021500674,1610612758,SAC,Sacramento,Kings,20-24,31,25,28,31,9,4,0,0,0,0,0,0,0,0,128
1,2016-01-25T00:00:00,8,0021500674,1610612766,CHA,Charlotte,Hornets,22-23,16,30,42,27,9,5,0,0,0,0,0,0,0,0,129
0,2016-01-25T00:00:00,9,0021500675,1610612744,GSW,Golden State,Warriors,41-4,29,33,33,25,0,0,0,0,0,0,0,0,0,0,120
1,2016-01-25T00:00:00,9,0021500675,1610612759,SAS,San Antonio,Spurs,38-7,23,24,19,24,0,0,0,0,0,0,0,0,0,0,90
0,2016-01-26T00:00:00,1,0021500676,1610612754,IND,Indiana,Pacers,23-22,25,26,21,17,0,0,0,0,0,0,0,0,0,0,89
1,2016-01-26T00:00:00,1,0021500676,1610612746,LAC,LA,Clippers,29-16,25,21,28,17,0,0,0,0,0,0,0,0,0,0,91
0,2016-01-26T00:00:00,2,0021500677,1610612755,PHI,Philadelphia,76ers,7-39,31,23,30,29,0,0,0,0,0,0,0,0,0,0,113
1,2016-01-26T00:00:00,2,0021500677,1610612756,PHX,Phoenix,Suns,14-32,24,21,26,32,0,0,0,0,0,0,0,0,0,0,103
0,2016-01-26T00:00:00,3,0021500678,1610612751,BKN,Brooklyn,Nets,12-34,29,28,16,25,0,0,0,0,0,0,0,0,0,0,98
1,2016-01-26T00:00:00,3,0021500678,1610612748,MIA,Miami,Heat,25-21,24,27,26,25,0,0,0,0,0,0,0,0,0,0,102
0,2016-01-26T00:00:00,4,0021500679,1610612752,NYK,New York,Knicks,22-25,34,29,28,22,9,0,0,0,0,0,0,0,0,0,122
1,2016-01-26T00:00:00,4,0021500679,1610612760,OKC,Oklahoma City,Thunder,34-13,38,23,27,25,15,0,0,0,0,0,0,0,0,0,128
0,2016-01-26T00:00:00,5,0021500680,1610612761,TOR,Toronto,Raptors,30-15,24,29,24,29,0,0,0,0,0,0,0,0,0,0,106
1,2016-01-26T00:00:00,5,0021500680,1610612764,WAS,Washington,Wizards,20-23,18,32,20,19,0,0,0,0,0,0,0,0,0,0,89
0,2016-01-26T00:00:00,6,0021500681,1610612749,MIL,Milwaukee,Bucks,20-27,23,30,29,25,0,0,0,0,0,0,0,0,0,0,107
1,2016-01-26T00:00:00,6,0021500681,1610612753,ORL,Orlando,Magic,20-24,30,26,22,22,0,0,0,0,0,0,0,0,0,0,100
0,2016-01-26T00:00:00,7,0021500682,1610612757,POR,Portland,Trail Blazers,21-26,33,25,30,24,0,0,0,0,0,0,0,0,0,0,112
1,2016-01-26T00:00:00,7,0021500682,1610612758,SAC,Sacramento,Kings,20-25,29,23,22,23,0,0,0,0,0,0,0,0,0,0,97
0,2016-01-26T00:00:00,8,0021500683,1610612747,LAL,Los Angeles,Lakers,9-38,25,33,20,12,0,0,0,0,0,0,0,0,0,0,90
1,2016-01-26T00:00:00,8,0021500683,1610612742,DAL,Dallas,Mavericks,26-21,32,24,21,15,0,0,0,0,0,0,0,0,0,0,92
0,2016-01-27T00:00:00,1,0021500684,1610612739,CLE,Cleveland,Cavaliers,32-12,23,32,32,28,0,0,0,0,0,0,0,0,0,0,115
1,2016-01-27T00:00:00,1,0021500684,1610612756,PHX,Phoenix,Suns,14-33,26,24,21,22,0,0,0,0,0,0,0,0,0,0,93
0,2016-01-27T00:00:00,2,0021500685,1610612738,BOS,Boston,Celtics,26-21,29,26,31,25,0,0,0,0,0,0,0,0,0,0,111
